item_id,order_id,product_id,quantity,unit_price
4385,1466,228,1,1660.77
4386,1467,156,1,1404.95
4387,1467,8,4,3176.82
4388,1468,17,5,4340.89
4389,1469,176,5,1198.38
4390,1469,254,2,4195.3
4391,1469,225,4,2407.97
4392,1469,283,5,837.31
4393,1470,19,5,4053.89
4394,1470,254,1,1793.43
4395,1470,223,1,2392.92
4396,1471,133,1,2543.5
4397,1471,89,3,4949.76
4398,1471,271,5,1388.31
4399,1471,90,1,1191.14
4400,1472,240,5,1827.25
4401,1472,25,3,4832.17
4402,1472,161,5,1051.47
4403,1472,78,4,3864.02
4404,1473,297,4,4874.12
4405,1474,22,4,3836.6
4406,1474,24,3,2264.16
4407,1474,36,3,4318.89
4408,1474,279,1,4400.66
4409,1475,116,1,4195.46
4410,1475,171,4,2746.08
4411,1475,250,2,4156.47
4412,1475,179,2,1285.24
4413,1476,68,2,2325.56
4414,1476,42,1,3416.2
4415,1477,261,2,453.54
4416,1477,252,5,1239.59
4417,1478,78,2,3437.38
4418,1478,262,5,2362.87
4419,1478,126,1,709.54
4420,1478,291,1,3469.28
4421,1478,72,1,2966.61
4422,1479,97,3,3136.14
4423,1480,136,5,4501.7
4424,1480,200,4,3643.08
4425,1481,138,5,1134.36
4426,1481,297,4,3656.11
4427,1482,227,2,534.63
4428,1482,25,2,1699.88
4429,1482,279,5,3616.61
4430,1482,224,3,508.17
4431,1483,57,3,4027.64
4432,1483,245,2,4630.89
4433,1484,289,5,2095.86
4434,1484,197,3,3493.91
4435,1484,294,3,4548.98
4436,1484,121,3,1761.75
4437,1484,149,1,1522.77
4438,1485,133,1,4807.64
4439,1485,32,5,4581.61
4440,1485,183,4,2993.62
4441,1485,29,2,1612.41
4442,1485,136,4,1158.43
4443,1486,213,4,2018.85
4444,1486,200,3,4383.22
4445,1486,176,3,418.99
4446,1487,199,1,983.16
4447,1487,278,1,3557.02
4448,1487,258,3,1033.32
4449,1487,64,4,484.42
4450,1488,261,2,2885.0
4451,1488,63,4,1945.29
4452,1488,223,4,4104.51
4453,1488,137,4,4446.87
4454,1488,274,5,798.36
4455,1489,236,4,2450.26
4456,1489,292,1,942.54
4457,1490,259,5,460.81
4458,1490,155,1,3126.12
4459,1491,136,2,1709.12
4460,1492,55,5,1164.04
4461,1493,294,2,1556.37
4462,1493,188,5,3823.75
4463,1493,145,3,3537.02
4464,1493,228,3,3890.7
4465,1494,122,5,2641.19
4466,1494,102,4,1633.68
4467,1494,155,1,3354.97
4468,1494,254,2,1633.53
4469,1495,143,5,2265.35
4470,1496,169,5,737.97
4471,1497,63,4,931.44
4472,1498,235,3,1733.71
4473,1498,58,2,4578.77
4474,1499,116,3,4339.71
4475,1499,18,3,3188.51
4476,1500,29,2,1472.29
4477,1500,57,4,2924.79
4478,1500,242,1,776.44
4479,1500,90,5,1077.55
4480,1500,141,5,3335.36
4481,1501,177,4,2508.21
4482,1502,91,3,211.62
4483,1502,284,5,2377.23
4484,1502,215,4,3740.86
4485,1502,9,2,4015.52
4486,1502,114,2,1199.98
4487,1503,9,1,942.78
4488,1503,237,3,797.06
4489,1503,113,2,3211.32
4490,1504,296,5,1358.24
4491,1504,156,3,2614.68
4492,1505,91,3,3797.11
4493,1505,109,1,444.66
4494,1505,70,2,2111.27
4495,1506,185,2,3796.49
4496,1506,1,3,1511.35
4497,1506,196,2,1993.58
4498,1507,163,5,2639.9
4499,1507,300,3,159.39
4500,1507,250,2,1709.77
4501,1508,39,2,150.91
4502,1509,266,5,2472.77
4503,1509,142,1,1375.05
4504,1510,298,5,3296.67
4505,1510,236,5,4421.8
4506,1510,231,3,2372.4
4507,1510,215,3,331.72
4508,1510,223,3,487.1
4509,1511,264,5,3921.87
4510,1511,34,4,1118.28
4511,1512,280,2,1169.27
4512,1512,107,2,4987.54
4513,1513,47,1,4661.19
4514,1514,7,4,1409.11
4515,1514,10,4,900.52
4516,1514,208,2,1209.87
4517,1515,204,5,2361.37
4518,1515,117,5,4173.12
4519,1515,6,1,799.34
4520,1515,230,1,2686.01
4521,1516,300,1,1050.78
4522,1516,265,3,882.36
4523,1516,15,2,2110.74
4524,1516,198,5,1020.98
4525,1516,61,4,2062.44
4526,1517,122,3,3977.39
4527,1517,42,3,4203.92
4528,1517,22,1,4779.53
4529,1517,45,1,831.57
4530,1517,81,4,4088.8
4531,1518,284,4,3589.96
4532,1519,15,1,2333.0
4533,1519,222,1,3427.52
4534,1519,205,3,4190.96
4535,1519,104,4,1301.96
4536,1520,163,4,4991.93
4537,1520,150,5,4838.04
4538,1520,151,1,4744.61
4539,1521,140,2,4156.14
4540,1521,221,4,558.37
4541,1521,49,5,3865.45
4542,1521,36,4,2605.92
4543,1522,22,4,4823.67
4544,1522,169,4,1445.52
4545,1522,163,3,496.47
4546,1522,107,5,3468.55
4547,1522,142,2,2141.7
4548,1523,132,2,3184.04
4549,1524,195,5,658.5
4550,1524,298,3,3699.17
4551,1524,241,5,2733.0
4552,1525,215,4,4921.28
4553,1525,268,4,2207.29
4554,1525,140,3,476.24
4555,1526,246,3,1221.45
4556,1527,244,3,3003.27
4557,1528,247,1,3717.94
4558,1528,188,5,2196.54
4559,1528,176,4,3470.67
4560,1528,67,4,214.92
4561,1529,247,5,602.51
4562,1529,160,1,1940.27
4563,1529,141,1,3726.93
4564,1529,289,3,4525.15
4565,1530,129,3,101.14
4566,1530,238,2,870.49
4567,1530,194,4,3656.37
4568,1530,281,5,4175.52
4569,1530,265,1,1308.14
4570,1531,180,1,3747.2
4571,1531,179,1,1075.82
4572,1531,283,2,3037.81
4573,1532,179,2,4164.6
4574,1532,96,1,3475.83
4575,1532,194,2,1498.59
4576,1532,205,3,2980.09
4577,1533,60,2,3512.23
4578,1533,148,5,237.74
4579,1533,174,3,2044.97
4580,1534,262,4,1011.44
4581,1534,277,4,4731.04
4582,1535,112,2,4716.06
4583,1535,93,5,3280.14
4584,1535,141,4,3305.12
4585,1535,164,3,1286.11
4586,1536,48,4,3105.35
4587,1536,264,3,4514.06
4588,1537,273,2,4927.76
4589,1537,169,1,300.38
4590,1537,195,2,1476.87
4591,1537,237,3,1118.49
4592,1538,189,2,2373.79
4593,1538,150,4,309.67
4594,1538,138,1,2744.84
4595,1539,98,1,4880.32
4596,1539,42,4,4122.58
4597,1540,264,2,2025.12
4598,1540,65,4,2425.77
4599,1540,206,3,681.33
4600,1540,13,5,1867.29
4601,1541,204,1,1056.54
4602,1541,115,2,4824.09
4603,1541,72,3,3435.42
4604,1541,272,3,3740.29
4605,1542,233,5,2732.92
4606,1542,31,2,4414.88
4607,1542,159,5,3812.24
4608,1543,25,3,4622.45
4609,1544,77,1,4756.47
4610,1544,125,1,610.79
4611,1544,129,2,3943.5
4612,1544,278,5,2028.51
4613,1544,114,3,1808.2
4614,1545,279,4,4433.14
4615,1545,110,2,2620.03
4616,1545,58,1,2246.03
4617,1545,66,3,931.93
4618,1546,52,2,4964.16
4619,1546,122,3,4576.82
4620,1547,196,5,575.27
4621,1547,279,2,3984.86
4622,1547,121,4,2811.91
4623,1548,109,3,368.81
4624,1549,212,3,2924.88
4625,1549,270,2,4038.05
4626,1550,118,5,3726.68
4627,1550,140,1,407.41
4628,1551,202,5,4575.38
4629,1551,109,2,862.38
4630,1551,199,2,3680.66
4631,1551,167,4,3186.9
4632,1552,129,4,1949.31
4633,1553,161,1,2468.9
4634,1553,23,3,3489.09
4635,1553,17,5,4168.3
4636,1553,155,1,1125.28
4637,1554,287,2,3738.82
4638,1554,199,4,1908.81
4639,1554,9,3,4220.3
4640,1554,99,3,1792.54
4641,1555,33,3,1151.53
4642,1556,252,5,2239.7
4643,1556,251,5,1274.76
4644,1556,223,1,3891.45
4645,1556,120,5,2340.17
4646,1557,206,2,990.39
4647,1557,124,4,2094.08
4648,1558,266,3,2096.6
4649,1558,185,2,4383.83
4650,1558,124,2,2950.1
4651,1558,23,1,3533.94
4652,1558,3,4,3043.19
4653,1559,97,4,3211.72
4654,1559,101,3,2331.2
4655,1559,213,1,4492.2
4656,1560,199,3,859.01
4657,1560,101,1,2859.77
4658,1560,129,1,516.4
4659,1560,26,1,2831.21
4660,1560,121,3,1536.12
4661,1561,34,5,2429.18
4662,1561,203,1,4518.62
4663,1561,230,2,4257.07
4664,1561,299,3,987.76
4665,1561,164,2,3422.51
4666,1562,7,5,1110.29
4667,1562,192,3,2054.44
4668,1562,220,2,1011.57
4669,1562,152,1,2036.13
4670,1563,248,5,992.03
4671,1563,43,3,4283.21
4672,1563,217,4,201.33
4673,1564,149,3,2946.11
4674,1565,17,1,540.24
4675,1565,57,3,808.27
4676,1565,265,2,2412.45
4677,1566,198,1,4076.61
4678,1566,54,3,3699.03
4679,1566,237,1,1875.64
4680,1567,161,4,990.57
4681,1567,182,5,3535.19
4682,1568,10,3,2262.46
4683,1568,66,2,1731.52
4684,1568,198,3,4145.98
4685,1568,186,5,3930.72
4686,1569,112,2,3503.11
4687,1569,211,4,2951.02
4688,1570,184,2,2730.61
4689,1570,293,1,4824.59
4690,1570,16,5,3902.71
4691,1570,23,5,3131.02
4692,1570,117,1,3410.86
4693,1571,11,4,1519.05
4694,1571,115,2,4572.84
4695,1571,110,5,448.2
4696,1571,14,3,4612.22
4697,1571,9,1,1448.39
4698,1572,157,3,4286.22
4699,1572,155,5,603.04
4700,1572,201,3,3575.27
4701,1573,248,5,4689.3
4702,1573,168,4,4867.63
4703,1573,18,1,4956.82
4704,1573,201,4,3545.7
4705,1573,81,2,1531.53
4706,1574,272,2,2172.21
4707,1575,5,4,1228.86
4708,1575,4,2,1587.0
4709,1575,255,5,1969.62
4710,1575,144,2,4172.83
4711,1576,125,4,669.0
4712,1576,224,3,2950.28
4713,1576,182,4,3014.93
4714,1577,92,3,3110.59
4715,1577,35,1,4128.65
4716,1577,275,4,1546.78
4717,1577,210,2,1528.21
4718,1578,38,2,1629.77
4719,1579,130,5,783.84
4720,1579,69,5,3381.85
4721,1579,68,4,1316.46
4722,1579,8,3,833.44
4723,1579,20,1,3191.17
4724,1580,16,1,2073.78
4725,1580,34,2,3696.24
4726,1580,80,4,426.73
4727,1581,143,3,2936.86
4728,1581,138,2,4850.99
4729,1581,155,1,813.8
4730,1581,289,3,400.59
4731,1582,148,2,3071.06
4732,1582,161,5,2004.49
4733,1582,251,4,3937.51
4734,1582,130,4,2233.27
4735,1583,246,4,2334.79
4736,1583,288,5,3243.03
4737,1583,18,5,3452.25
4738,1584,46,3,2276.57
4739,1584,286,2,3818.43
4740,1584,250,1,3141.54
4741,1585,84,3,2586.16
4742,1586,82,3,3767.08
4743,1586,76,5,4582.3
4744,1586,271,2,2912.81
4745,1586,243,3,4327.16
4746,1587,241,5,3706.64
4747,1587,240,5,4345.62
4748,1587,154,5,3507.22
4749,1588,265,4,2956.77
4750,1588,195,2,4905.2
4751,1588,138,3,522.12
4752,1588,250,1,489.67
4753,1589,279,2,2192.46
4754,1589,136,4,2941.21
4755,1589,33,1,2274.0
4756,1589,86,3,699.01
4757,1590,181,2,2305.74
4758,1590,191,2,4273.25
4759,1591,205,3,2903.81
4760,1591,66,4,3254.19
4761,1591,11,4,2292.97
4762,1591,250,2,3495.2
4763,1592,265,3,2645.84
4764,1592,96,4,4656.05
4765,1593,5,4,2145.47
4766,1593,88,5,3476.64
4767,1593,186,4,2304.1
4768,1593,115,5,4519.79
4769,1594,284,2,4806.23
4770,1595,53,5,4078.19
4771,1595,96,3,4962.88
4772,1596,165,2,3289.1
4773,1596,58,4,4180.44
4774,1596,271,1,1804.76
4775,1597,69,5,2575.29
4776,1597,206,4,3534.38
4777,1597,13,5,1753.41
4778,1597,110,2,4805.69
4779,1597,222,3,2906.69
4780,1598,133,5,4890.91
4781,1598,149,4,770.7
4782,1598,11,5,4193.82
4783,1599,289,1,2919.15
4784,1600,270,3,2615.46
4785,1601,195,1,1170.51
4786,1601,81,1,753.67
4787,1601,24,2,2596.11
4788,1602,79,4,1240.3
4789,1602,16,5,2903.3
4790,1603,268,5,3299.95
4791,1604,270,3,4240.87
4792,1604,199,4,1460.84
4793,1604,190,4,2076.03
4794,1604,217,4,3134.12
4795,1605,165,5,572.09
4796,1606,190,3,3312.65
4797,1606,118,1,3807.22
4798,1607,257,4,369.51
4799,1607,11,5,4335.97
4800,1607,188,1,1138.22
4801,1607,5,1,4185.15
4802,1608,268,5,2978.77
4803,1609,59,3,4288.63
4804,1610,96,5,248.88
4805,1610,234,2,724.46
4806,1610,101,5,2531.16
4807,1610,137,5,2646.37
4808,1610,146,3,2831.64
4809,1611,29,3,2119.49
4810,1611,38,4,4935.63
4811,1611,22,5,1891.19
4812,1611,30,1,1591.64
4813,1612,51,3,1018.92
4814,1613,201,2,4243.56
4815,1613,4,4,1556.39
4816,1613,264,3,163.99
4817,1613,28,5,1178.87
4818,1614,131,3,1044.32
4819,1614,274,5,3588.12
4820,1615,167,5,3012.46
4821,1615,94,2,3915.71
4822,1615,223,5,1757.75
4823,1616,238,4,2116.02
4824,1617,272,1,3266.38
4825,1617,75,4,4905.67
4826,1617,228,2,2485.46
4827,1618,247,4,1704.93
4828,1618,277,2,1376.26
4829,1618,118,4,695.61
4830,1618,94,1,3556.16
4831,1619,26,3,1718.16
4832,1619,187,1,1362.25
4833,1619,98,4,4306.15
4834,1619,105,3,3118.74
4835,1619,252,4,1648.67
4836,1620,255,3,2750.57
4837,1620,223,2,2736.03
4838,1620,151,3,2658.5
4839,1621,2,5,4452.96
4840,1621,55,5,4364.96
4841,1621,217,5,149.37
4842,1622,74,5,714.12
4843,1622,1,4,2428.89
4844,1622,157,2,227.68
4845,1622,54,3,4465.45
4846,1622,252,4,582.41
4847,1623,82,2,591.01
4848,1624,27,4,3466.27
4849,1624,19,1,3085.91
4850,1624,32,4,1207.71
4851,1624,266,2,2036.41
4852,1624,175,3,1289.15
4853,1625,6,3,2269.16
4854,1625,131,2,2503.97
4855,1625,265,5,1913.63
4856,1626,222,2,2968.9
4857,1626,4,2,4154.65
4858,1626,121,5,3725.12
4859,1627,82,4,4208.38
4860,1627,112,5,1692.64
4861,1627,151,3,3580.39
4862,1628,219,5,1208.73
4863,1628,59,3,783.47
4864,1628,31,4,856.23
4865,1629,260,4,4816.32
4866,1630,65,4,4833.02
4867,1631,296,2,2812.75
4868,1631,175,4,4810.74
4869,1631,47,1,180.96
4870,1631,176,2,2439.11
4871,1632,59,3,3805.9
4872,1633,9,4,4624.98
4873,1634,271,1,2306.6
4874,1634,130,5,3363.33
4875,1634,119,3,3537.51
4876,1634,98,2,1066.17
4877,1635,172,2,4490.73
4878,1635,120,5,3374.4
4879,1635,183,3,4114.11
4880,1635,51,5,177.68
4881,1636,73,5,890.83
4882,1636,204,4,4729.84
4883,1636,129,3,4645.91
4884,1637,4,5,3585.33
4885,1638,163,5,1408.81
4886,1638,231,1,1995.12
4887,1638,257,4,2001.54
4888,1638,266,5,3172.89
4889,1638,28,5,4817.36
4890,1639,40,4,547.64
4891,1639,33,1,3411.82
4892,1639,98,5,3450.67
4893,1639,42,2,1034.46
4894,1639,230,1,178.19
4895,1640,139,2,2785.68
4896,1640,14,1,941.61
4897,1640,265,1,535.79
4898,1641,98,5,2620.79
4899,1641,247,1,2064.25
4900,1642,195,2,3920.86
4901,1642,271,5,1637.0
4902,1642,99,3,2660.12
4903,1642,211,4,369.84
4904,1643,28,2,112.63
4905,1644,150,1,3847.99
4906,1644,138,2,2767.68
4907,1644,270,3,310.4
4908,1645,290,3,2636.08
4909,1645,272,2,3366.95
4910,1646,255,3,2169.18
4911,1647,246,3,4344.42
4912,1647,128,2,4073.79
4913,1648,187,1,4797.69
4914,1648,195,5,3625.03
4915,1648,293,1,723.43
4916,1649,154,3,3713.93
4917,1649,89,2,4291.85
4918,1649,165,1,4178.1
4919,1649,295,1,3550.77
4920,1649,226,1,3125.21
4921,1650,109,3,3424.66
4922,1650,110,2,549.68
4923,1650,52,2,875.27
4924,1651,117,2,1043.47
4925,1652,155,4,1827.43
4926,1652,73,1,3458.98
4927,1652,102,5,4654.12
4928,1653,277,2,3939.92
4929,1654,177,3,957.79
4930,1654,8,5,4722.3
4931,1654,53,5,3640.97
4932,1655,23,1,2714.29
4933,1655,291,4,2030.47
4934,1655,44,1,715.69
4935,1655,184,2,2852.23
4936,1656,90,3,4601.76
4937,1657,210,3,4051.17
4938,1657,15,2,225.13
4939,1657,39,1,4199.41
4940,1658,9,2,2175.81
4941,1658,226,4,2780.91
4942,1658,268,1,1522.41
4943,1659,131,4,2476.07
4944,1660,206,1,3137.33
4945,1660,257,5,3986.72
4946,1661,67,4,4015.17
4947,1661,274,1,960.25
4948,1661,121,4,3141.6
4949,1662,23,2,1476.65
4950,1662,34,2,4986.52
4951,1662,282,1,3928.13
4952,1663,3,2,4891.65
4953,1664,159,2,4774.36
4954,1664,51,1,1631.4
4955,1664,257,3,1637.53
4956,1664,237,1,1429.7
4957,1665,149,2,3564.45
4958,1665,165,4,1064.67
4959,1665,133,2,1993.61
4960,1666,168,3,2728.08
4961,1666,70,3,378.59
4962,1666,296,2,2732.93
4963,1666,31,2,4127.89
4964,1667,280,3,1830.54
4965,1668,101,1,3950.65
4966,1668,264,1,177.27
4967,1668,111,5,1408.55
4968,1668,238,4,1796.66
4969,1668,212,3,1378.79
4970,1669,7,1,3485.06
4971,1670,138,5,3118.38
4972,1670,62,1,2303.28
4973,1670,205,3,910.63
4974,1670,83,2,3142.34
4975,1670,18,2,1724.77
4976,1671,148,2,2854.46
4977,1671,4,2,4903.27
4978,1671,91,5,778.2
4979,1672,150,5,1808.82
4980,1672,240,3,3701.98
4981,1672,215,2,1571.42
4982,1673,11,5,2864.9
4983,1673,192,2,260.56
4984,1673,195,5,2743.1
4985,1673,234,2,773.49
4986,1674,181,3,3515.6
4987,1674,6,4,4530.71
4988,1674,180,4,4044.11
4989,1674,246,1,4922.92
4990,1675,122,4,4056.82
4991,1675,146,2,856.13
4992,1675,231,4,652.97
4993,1675,28,1,1365.95
4994,1675,142,5,1169.38
4995,1676,141,3,4305.02
4996,1676,104,3,2386.84
4997,1676,195,4,2687.98
4998,1676,38,5,866.71
4999,1676,78,3,1771.96
5000,1677,278,3,3139.92
5001,1677,300,4,445.37
5002,1678,175,4,4498.96
5003,1678,215,1,1130.72
5004,1679,135,5,3129.98
5005,1679,54,4,3113.11
5006,1679,125,4,3097.1
5007,1679,124,4,584.52
5008,1680,41,2,1671.77
5009,1680,166,5,1793.07
5010,1680,259,3,4924.67
5011,1680,256,4,2749.92
5012,1680,20,2,2775.74
5013,1681,35,5,3381.13
5014,1681,140,2,3243.44
5015,1681,265,4,4614.84
5016,1681,290,2,3039.16
5017,1682,298,2,4590.07
5018,1682,84,4,4171.87
5019,1682,85,2,1230.9
5020,1682,182,5,2989.0
5021,1682,243,3,202.63
5022,1683,261,1,3379.62
5023,1683,94,5,479.58
5024,1684,134,1,920.51
5025,1684,300,4,1444.16
5026,1684,197,5,4658.6
5027,1685,6,4,2350.34
5028,1685,158,5,910.12
5029,1686,77,1,1243.72
5030,1686,143,4,3714.15
5031,1687,25,3,2552.44
5032,1687,57,5,2412.0
5033,1688,227,3,805.81
5034,1688,263,1,3529.24
5035,1688,43,5,1969.08
5036,1688,201,1,1627.99
5037,1689,25,1,2672.88
5038,1689,206,2,2504.48
5039,1690,207,5,4543.57
5040,1690,117,1,1381.68
5041,1690,139,4,665.44
5042,1690,143,2,870.27
5043,1690,178,5,2760.39
5044,1691,39,1,1082.94
5045,1691,56,4,451.3
5046,1692,25,3,156.96
5047,1692,173,4,3778.98
5048,1692,42,1,4099.86
5049,1692,12,5,2309.17
5050,1693,162,2,4345.09
5051,1694,85,5,2812.42
5052,1694,105,3,2117.82
5053,1694,77,2,2375.49
5054,1694,139,1,4288.49
5055,1695,101,3,1747.37
5056,1695,9,3,4967.5
5057,1695,22,2,179.11
5058,1695,278,1,2768.34
5059,1695,231,1,2188.45
5060,1696,164,5,1745.9
5061,1696,297,1,4684.81
5062,1696,2,1,3899.23
5063,1697,201,2,351.62
5064,1697,222,3,4621.62
5065,1698,291,3,2830.27
5066,1698,66,2,4246.67
5067,1698,92,3,2839.51
5068,1699,203,3,1654.46
5069,1699,186,3,2448.68
5070,1699,102,3,511.41
5071,1699,172,3,3098.83
5072,1699,112,4,4097.36
5073,1700,97,1,1153.85
5074,1700,148,5,1400.18
5075,1700,64,2,514.83
5076,1700,287,2,1591.33
5077,1700,70,5,3708.25
5078,1701,50,2,4476.15
5079,1701,119,4,4623.36
5080,1702,182,3,2432.71
5081,1702,251,5,2641.92
5082,1703,159,1,3487.1
5083,1703,78,1,2595.3
5084,1703,288,5,2342.31
5085,1703,28,4,3187.44
5086,1703,218,4,3056.41
5087,1704,228,1,3026.06
5088,1704,153,5,1659.14
5089,1704,282,5,2178.6
5090,1705,289,3,1930.93
5091,1706,264,3,4069.5
5092,1706,125,2,4806.92
5093,1706,251,1,3017.38
5094,1706,258,2,4209.42
5095,1707,54,1,2394.95
5096,1707,171,2,693.19
5097,1708,298,3,1586.15
5098,1709,269,1,375.22
5099,1709,121,3,991.21
5100,1709,175,4,4930.56
5101,1709,67,1,3193.79
5102,1710,15,4,4526.63
5103,1710,105,5,226.39
5104,1710,101,3,3171.39
5105,1710,130,3,2821.18
5106,1710,298,5,4922.69
5107,1711,139,5,3354.27
5108,1711,147,2,1681.49
5109,1711,260,2,3536.86
5110,1711,50,2,2559.62
5111,1711,109,3,3738.08
5112,1712,296,2,3967.98
5113,1712,195,1,4944.61
5114,1712,255,1,4877.76
5115,1712,15,5,1084.4
5116,1712,275,5,4160.69
5117,1713,133,2,4984.71
5118,1714,86,4,3072.84
5119,1714,174,1,535.48
5120,1714,208,3,1807.38
5121,1714,161,4,2429.4
5122,1714,133,3,4756.33
5123,1715,204,4,2168.63
5124,1716,3,2,2542.53
5125,1716,107,1,4367.64
5126,1716,282,2,3729.63
5127,1716,297,4,4203.14
5128,1717,170,1,3558.39
5129,1717,152,4,411.8
5130,1717,109,2,559.01
5131,1717,291,1,2401.1
5132,1718,112,2,4551.73
5133,1718,16,5,2683.33
5134,1719,192,4,1350.38
5135,1719,61,3,1723.62
5136,1719,284,5,3078.06
5137,1719,15,5,4626.52
5138,1720,227,1,981.06
5139,1720,293,1,1266.38
5140,1720,92,4,2063.7
5141,1721,297,3,1422.24
5142,1721,129,2,2345.8
5143,1721,213,5,1949.79
5144,1721,238,4,1482.31
5145,1721,110,1,2249.2
5146,1722,1,4,1341.72
5147,1723,274,4,4066.92
5148,1723,250,5,257.8
5149,1723,185,3,1675.42
5150,1723,59,5,4754.65
5151,1724,99,4,1555.48
5152,1724,85,5,4947.1
5153,1725,108,1,4885.88
5154,1725,117,5,4435.06
5155,1725,116,2,2620.5
5156,1725,233,1,1472.07
5157,1725,235,5,1251.06
5158,1726,41,2,1542.38
5159,1727,191,4,3047.02
5160,1727,19,5,3926.26
5161,1727,76,3,2446.39
5162,1728,257,1,2099.53
5163,1728,32,1,380.17
5164,1728,112,3,753.44
5165,1728,139,3,1333.19
5166,1729,119,3,2775.01
5167,1729,234,5,2317.38
5168,1730,62,1,3898.14
5169,1730,126,3,4204.58
5170,1730,127,5,4481.18
5171,1730,128,1,609.92
5172,1731,186,5,1209.89
5173,1731,171,2,181.84
5174,1732,115,5,4085.64
5175,1732,237,1,4434.4
5176,1732,132,2,1497.7
5177,1732,89,2,1581.95
5178,1733,142,5,3782.48
5179,1733,238,5,3643.09
5180,1733,29,1,4351.66
5181,1734,183,1,1908.32
5182,1734,36,1,435.16
5183,1734,205,1,412.34
5184,1734,260,5,4581.06
5185,1734,208,5,414.64
5186,1735,69,4,2922.96
5187,1735,269,1,963.19
5188,1736,29,1,3447.78
5189,1737,258,1,3230.9
5190,1737,160,4,233.43
5191,1737,33,2,996.55
5192,1737,119,4,486.55
5193,1738,181,1,1626.32
5194,1739,254,5,4365.72
5195,1739,92,1,2917.85
5196,1739,287,3,294.44
5197,1739,106,4,3917.89
5198,1739,270,1,286.2
5199,1740,101,3,734.81
5200,1740,96,5,2075.27
5201,1741,196,1,3946.28
5202,1741,277,1,2911.35
5203,1741,269,1,3527.4
5204,1741,65,2,2642.93
5205,1741,134,2,1002.72
5206,1742,120,4,1107.94
5207,1743,4,4,1099.99
5208,1743,118,1,1169.4
5209,1743,138,5,3450.82
5210,1743,195,1,275.57
5211,1743,213,3,3986.41
5212,1744,273,2,876.11
5213,1744,73,2,1048.15
5214,1744,183,4,2941.57
5215,1744,66,4,1154.75
5216,1745,182,1,1909.3
5217,1745,240,5,667.99
5218,1745,167,4,4755.03
5219,1746,209,2,366.52
5220,1746,46,5,4634.52
5221,1747,252,1,1993.73
5222,1747,39,1,4321.03
5223,1747,156,2,2234.98
5224,1748,138,4,2621.45
5225,1748,56,1,301.23
5226,1749,124,2,4485.22
5227,1750,125,4,1080.7
5228,1750,289,3,3945.45
5229,1750,31,3,3582.34
5230,1750,110,3,277.11
5231,1750,259,5,3797.07
5232,1751,123,2,956.23
5233,1751,158,2,3157.29
5234,1752,89,5,3029.38
5235,1752,181,3,2483.48
5236,1752,186,4,3967.85
5237,1753,272,4,4067.89
5238,1753,70,1,3779.55
5239,1754,174,4,1287.32
5240,1754,281,1,1489.58
5241,1755,142,3,3982.14
5242,1755,25,5,3038.59
5243,1756,6,1,4523.42
5244,1756,121,3,2434.39
5245,1756,1,1,3577.35
5246,1756,65,3,3515.88
5247,1757,249,4,3108.06
5248,1757,217,1,2215.48
5249,1758,50,4,2890.15
5250,1758,127,1,234.39
5251,1758,105,4,4599.86
5252,1759,153,1,3751.19
5253,1759,41,5,2424.0
5254,1759,81,3,1557.43
5255,1759,171,1,2340.89
5256,1760,211,3,2970.77
5257,1761,250,2,874.03
5258,1761,5,3,2288.19
5259,1762,230,4,3878.47
5260,1762,134,3,4021.84
5261,1763,199,2,263.28
5262,1764,43,1,1763.94
5263,1764,44,4,2012.96
5264,1764,282,3,3943.17
5265,1764,155,2,4600.22
5266,1765,217,1,2061.1
5267,1765,161,4,2566.01
5268,1765,12,3,835.97
5269,1766,198,1,1754.2
5270,1766,107,3,502.03
5271,1766,269,5,4729.35
5272,1766,9,4,1573.81
5273,1767,165,2,2172.71
5274,1767,135,1,1026.2
5275,1767,266,1,1810.24
5276,1767,57,4,3837.47
5277,1768,82,4,682.39
5278,1768,188,4,1540.05
5279,1768,269,4,1625.45
5280,1768,266,1,1196.62
5281,1769,253,5,2235.6
5282,1769,108,5,1528.72
5283,1770,202,4,2188.96
5284,1770,214,5,2445.35
5285,1771,109,5,4076.06
5286,1772,99,4,3942.74
5287,1772,27,5,271.49
5288,1772,176,2,294.57
5289,1773,194,1,2593.93
5290,1773,110,2,3213.73
5291,1773,215,2,4913.62
5292,1773,31,1,3886.93
5293,1773,184,2,3732.58
5294,1774,123,5,595.99
5295,1774,208,3,886.23
5296,1774,189,3,4408.0
5297,1774,130,5,2809.49
5298,1774,122,2,2313.05
5299,1775,248,1,4145.52
5300,1775,266,3,520.94
5301,1775,12,1,1245.7
5302,1775,173,2,4613.3
5303,1775,278,3,2618.76
5304,1776,275,3,1682.86
5305,1777,48,3,761.26
5306,1777,273,3,3164.35
5307,1778,172,4,4485.57
5308,1778,173,2,786.86
5309,1778,226,2,3366.18
5310,1778,83,1,4842.77
5311,1778,280,5,2440.44
5312,1779,235,4,2476.93
5313,1780,67,3,266.34
5314,1780,263,2,4380.18
5315,1780,143,2,160.38
5316,1781,73,2,2404.25
5317,1781,93,5,3221.65
5318,1781,95,1,4592.05
5319,1781,47,5,2825.43
5320,1781,116,1,3613.47
5321,1782,3,3,3748.99
5322,1782,85,5,2501.8
5323,1782,168,4,933.78
5324,1783,236,1,3987.63
5325,1783,77,3,1278.39
5326,1783,202,3,4738.82
5327,1783,198,3,3387.38
