txn_id,user_id,txn_date,amount,ingestion_date
670,344,2024-01-21,155,2024-01-22
671,233,2024-01-25,3759,2024-01-26
672,485,2024-01-18,2573,2024-01-21
673,398,2024-02-16,193,2024-03-02
674,233,2024-02-11,2035,2024-02-14
675,131,2024-02-12,3912,2024-02-12
676,257,2024-01-11,4216,2024-01-16
677,460,2024-02-19,1061,2024-02-21
678,427,2024-02-28,3110,2024-03-01
679,414,2024-01-15,1194,2024-01-16
680,344,2024-01-10,3160,2024-01-17
681,312,2024-02-14,3957,2024-02-24
682,487,2024-02-04,2127,2024-02-05
683,448,2024-02-18,770,2024-03-04
684,369,2024-01-29,3063,2024-02-08
685,139,2024-02-28,1019,2024-03-14
686,131,2024-02-23,4240,2024-03-04
687,203,2024-02-06,1327,2024-02-16
688,184,2024-01-21,3719,2024-01-31
689,159,2024-02-13,4877,2024-02-14
690,350,2024-01-06,3749,2024-01-16
691,128,2024-01-30,4304,2024-01-30
692,312,2024-01-30,572,2024-02-14
693,386,2024-01-30,278,2024-02-01
694,302,2024-01-17,1885,2024-01-17
695,396,2024-01-05,3570,2024-01-05
696,276,2024-02-14,4533,2024-02-14
697,130,2024-02-29,3967,2024-02-29
698,116,2024-01-19,1574,2024-01-24
699,493,2024-01-09,3167,2024-01-14
700,295,2024-01-29,3177,2024-02-03
701,141,2024-02-13,1189,2024-02-23
702,434,2024-02-25,1071,2024-02-28
703,191,2024-02-04,4432,2024-02-09
704,165,2024-02-16,128,2024-02-17
705,487,2024-01-02,3892,2024-01-04
706,444,2024-02-16,3574,2024-02-26
707,372,2024-01-25,2127,2024-01-26
708,335,2024-01-23,2358,2024-01-23
709,196,2024-02-29,363,2024-02-29
710,438,2024-01-27,228,2024-02-11
711,223,2024-01-14,926,2024-01-14
712,404,2024-01-03,4997,2024-01-10
713,444,2024-02-15,2104,2024-02-15
714,479,2024-01-03,3695,2024-01-08
715,219,2024-02-04,562,2024-02-05
716,171,2024-02-02,2018,2024-02-04
717,474,2024-02-06,4830,2024-02-09
718,406,2024-02-19,2040,2024-02-22
719,254,2024-02-26,4370,2024-02-26
720,213,2024-01-27,2354,2024-01-29
721,131,2024-02-05,1534,2024-02-20
722,420,2024-02-13,4653,2024-02-18
723,353,2024-01-04,3222,2024-01-07
724,368,2024-01-21,3444,2024-01-26
725,176,2024-01-20,1606,2024-01-25
726,486,2024-02-04,2074,2024-02-11
727,215,2024-01-20,3893,2024-01-20
728,129,2024-02-05,3512,2024-02-10
729,385,2024-02-03,3281,2024-02-03
730,224,2024-01-17,2805,2024-01-18
731,431,2024-01-06,3139,2024-01-13
732,147,2024-02-04,522,2024-02-05
733,237,2024-01-25,423,2024-02-09
734,137,2024-01-13,4678,2024-01-28
735,211,2024-01-31,2827,2024-02-01
736,255,2024-02-28,1835,2024-02-28
737,197,2024-02-17,4023,2024-02-17
738,224,2024-02-14,1775,2024-02-29
739,303,2024-02-28,4622,2024-02-29
740,264,2024-02-19,3218,2024-02-21
741,338,2024-02-04,2626,2024-02-07
742,233,2024-01-24,4173,2024-02-03
743,338,2024-01-07,2723,2024-01-14
744,204,2024-01-24,3490,2024-01-27
745,123,2024-02-06,1295,2024-02-07
746,108,2024-01-17,4884,2024-01-27
747,396,2024-02-16,2518,2024-02-21
748,178,2024-01-13,1984,2024-01-16
749,294,2024-02-06,4190,2024-02-07
750,381,2024-02-11,2208,2024-02-14
751,490,2024-02-22,4118,2024-02-29
752,335,2024-01-11,1486,2024-01-14
753,171,2024-02-16,4100,2024-02-26
754,194,2024-02-28,581,2024-03-09
755,368,2024-01-03,497,2024-01-03
756,491,2024-01-01,1226,2024-01-06
757,422,2024-01-15,1337,2024-01-15
758,104,2024-01-14,3835,2024-01-24
759,291,2024-01-04,4058,2024-01-19
760,437,2024-02-01,154,2024-02-01
761,372,2024-02-05,197,2024-02-10
762,108,2024-02-03,4488,2024-02-05
763,246,2024-01-02,3627,2024-01-12
764,191,2024-01-07,4395,2024-01-07
765,176,2024-01-16,4412,2024-01-17
766,229,2024-02-22,2289,2024-02-25
767,303,2024-01-06,3426,2024-01-09
768,335,2024-02-06,1950,2024-02-07
769,253,2024-02-13,359,2024-02-13
770,147,2024-01-26,3189,2024-01-31
771,382,2024-01-31,177,2024-01-31
772,459,2024-01-11,4194,2024-01-11
773,322,2024-02-11,4735,2024-02-14
774,148,2024-02-27,448,2024-03-08
775,217,2024-01-14,3995,2024-01-29
776,238,2024-01-03,2396,2024-01-03
777,378,2024-02-06,1569,2024-02-06
778,261,2024-01-02,4908,2024-01-03
779,173,2024-02-18,730,2024-02-23
780,253,2024-01-11,2069,2024-01-26
781,390,2024-02-23,4528,2024-02-28
782,269,2024-01-25,742,2024-01-25
783,356,2024-02-17,539,2024-02-20
784,150,2024-01-28,722,2024-01-29
785,274,2024-02-08,4979,2024-02-23
786,303,2024-02-19,342,2024-02-22
787,424,2024-01-18,4119,2024-01-25
788,216,2024-01-23,3175,2024-02-02
789,321,2024-01-12,3213,2024-01-27
790,143,2024-02-19,2519,2024-03-05
791,226,2024-02-15,772,2024-02-15
792,237,2024-01-10,1363,2024-01-15
793,478,2024-01-25,3054,2024-01-28
794,154,2024-01-06,2625,2024-01-06
795,327,2024-01-24,937,2024-01-26
796,167,2024-01-06,3630,2024-01-06
797,329,2024-02-05,4297,2024-02-15
798,308,2024-01-07,834,2024-01-07
799,281,2024-02-05,4990,2024-02-05
800,406,2024-02-20,3255,2024-02-23
801,106,2024-01-19,3276,2024-01-24
802,498,2024-01-06,2088,2024-01-16
803,392,2024-02-03,3218,2024-02-03
804,186,2024-01-09,2566,2024-01-11
805,237,2024-02-01,618,2024-02-01
806,185,2024-01-28,3549,2024-01-30
807,253,2024-01-31,3058,2024-01-31
808,228,2024-01-16,4964,2024-01-23
809,415,2024-01-13,976,2024-01-20
810,169,2024-01-20,3341,2024-01-20
811,270,2024-02-23,3212,2024-03-09
812,268,2024-01-29,3627,2024-02-01
813,433,2024-02-08,2561,2024-02-08
814,264,2024-02-08,4024,2024-02-09
815,260,2024-01-12,2714,2024-01-17
816,249,2024-02-17,4817,2024-02-24
817,500,2024-01-16,3180,2024-01-19
818,243,2024-02-22,3090,2024-02-27
819,158,2024-02-29,1736,2024-03-15
820,403,2024-02-04,4606,2024-02-04
821,113,2024-02-16,1817,2024-02-23
822,324,2024-02-21,666,2024-02-23
823,309,2024-02-13,1240,2024-02-20
824,424,2024-01-20,2169,2024-01-21
825,437,2024-01-10,3188,2024-01-15
826,137,2024-01-29,4025,2024-02-13
827,398,2024-01-26,4250,2024-02-05
828,454,2024-01-27,401,2024-02-06
829,284,2024-02-14,4964,2024-02-24
830,426,2024-02-28,995,2024-02-28
831,493,2024-01-16,1462,2024-01-19
832,431,2024-02-09,4713,2024-02-09
833,430,2024-02-13,2816,2024-02-18
834,320,2024-01-07,907,2024-01-07
835,232,2024-01-15,4349,2024-01-25
836,385,2024-02-07,1910,2024-02-22
837,328,2024-01-24,3893,2024-01-29
838,495,2024-02-13,4199,2024-02-28
839,177,2024-01-23,4054,2024-01-23
840,153,2024-01-19,803,2024-01-24
841,159,2024-02-23,2953,2024-02-23
842,259,2024-01-22,1794,2024-01-29
843,366,2024-01-31,4000,2024-02-03
844,149,2024-01-29,2712,2024-02-05
845,134,2024-01-20,1042,2024-01-20
846,111,2024-02-24,995,2024-02-27
847,446,2024-02-21,2098,2024-02-21
848,364,2024-01-12,1411,2024-01-22
849,269,2024-02-05,3885,2024-02-10
850,218,2024-02-21,1611,2024-02-26
851,195,2024-02-10,3340,2024-02-15
852,114,2024-02-17,1716,2024-03-03
853,330,2024-02-07,3285,2024-02-12
854,102,2024-02-15,1785,2024-02-16
855,242,2024-02-18,4829,2024-02-18
856,152,2024-02-21,1631,2024-03-02
857,287,2024-01-21,3848,2024-01-22
858,158,2024-01-17,4423,2024-01-24
859,427,2024-01-21,3283,2024-02-05
860,412,2024-01-26,1035,2024-02-10
861,278,2024-01-23,1513,2024-01-30
862,444,2024-02-15,4934,2024-02-17
863,143,2024-02-13,2665,2024-02-13
864,160,2024-01-16,1058,2024-01-18
865,193,2024-01-24,4284,2024-01-24
866,298,2024-01-27,1229,2024-02-11
867,394,2024-01-25,1621,2024-01-30
868,349,2024-02-10,1519,2024-02-20
869,384,2024-01-11,2466,2024-01-18
870,171,2024-01-12,3794,2024-01-15
871,417,2024-01-04,178,2024-01-07
872,348,2024-01-09,3245,2024-01-10
873,387,2024-02-02,3451,2024-02-09
874,450,2024-02-01,3736,2024-02-06
875,350,2024-01-11,4731,2024-01-11
876,115,2024-02-20,2492,2024-02-21
877,116,2024-01-18,4504,2024-01-19
878,247,2024-01-11,4733,2024-01-18
879,480,2024-02-19,4603,2024-02-26
880,361,2024-01-08,1035,2024-01-23
881,237,2024-02-19,3105,2024-02-29
882,377,2024-02-22,3715,2024-02-22
883,379,2024-01-14,938,2024-01-19
884,476,2024-02-23,2538,2024-02-24
885,116,2024-01-29,2955,2024-01-31
886,144,2024-01-29,2041,2024-01-29
887,207,2024-02-21,2972,2024-03-07
888,463,2024-02-09,1459,2024-02-14
889,415,2024-01-09,1795,2024-01-10
890,130,2024-02-06,4460,2024-02-09
891,243,2024-02-08,1479,2024-02-18
892,265,2024-02-15,2470,2024-02-17
893,393,2024-01-18,880,2024-01-28
894,169,2024-02-18,585,2024-02-23
895,241,2024-02-25,1187,2024-02-25
896,227,2024-01-10,2127,2024-01-13
897,489,2024-02-23,4109,2024-02-28
898,172,2024-02-06,3493,2024-02-08
899,292,2024-01-29,862,2024-01-29
900,306,2024-02-02,3123,2024-02-04
901,332,2024-02-01,4867,2024-02-04
902,101,2024-02-25,3855,2024-02-25
903,425,2024-02-12,618,2024-02-15
904,373,2024-01-26,3619,2024-01-27
905,208,2024-02-01,2744,2024-02-03
906,245,2024-01-22,4834,2024-02-01
907,166,2024-02-06,2915,2024-02-13
908,449,2024-02-18,476,2024-02-18
909,150,2024-02-10,233,2024-02-17
910,163,2024-02-29,3715,2024-02-29
911,333,2024-01-01,1757,2024-01-06
912,452,2024-02-28,2572,2024-02-28
913,181,2024-02-25,864,2024-02-27
914,435,2024-01-24,775,2024-01-26
915,290,2024-02-12,524,2024-02-12
916,302,2024-02-10,2018,2024-02-12
917,319,2024-02-11,879,2024-02-11
918,100,2024-01-14,738,2024-01-21
919,167,2024-02-07,4355,2024-02-08
920,448,2024-01-29,166,2024-01-29
921,456,2024-01-22,3559,2024-01-22
922,455,2024-01-09,680,2024-01-16
923,217,2024-01-25,939,2024-01-25
924,152,2024-01-21,2551,2024-01-24
925,170,2024-01-25,1270,2024-01-25
926,135,2024-02-03,169,2024-02-18
927,412,2024-02-11,3705,2024-02-11
928,279,2024-02-16,1340,2024-02-17
929,310,2024-02-09,1879,2024-02-16
930,144,2024-02-27,1246,2024-02-27
931,485,2024-01-08,3245,2024-01-23
932,279,2024-01-28,1245,2024-01-31
933,226,2024-01-18,2132,2024-01-18
934,383,2024-02-08,2434,2024-02-23
935,498,2024-02-14,2571,2024-02-14
936,205,2024-02-03,4274,2024-02-18
937,196,2024-02-17,2521,2024-02-22
938,430,2024-01-04,4154,2024-01-05
939,297,2024-01-08,4192,2024-01-09
940,426,2024-02-08,4427,2024-02-08
941,106,2024-01-24,1181,2024-01-27
942,298,2024-02-25,3547,2024-03-11
943,287,2024-02-04,3958,2024-02-04
944,494,2024-01-05,4911,2024-01-05
945,134,2024-01-01,1867,2024-01-03
946,120,2024-02-29,3360,2024-02-29
947,359,2024-01-19,3503,2024-01-29
948,316,2024-02-14,775,2024-02-19
949,427,2024-02-04,1350,2024-02-14
950,242,2024-01-06,747,2024-01-08
951,361,2024-02-28,1372,2024-02-29
952,374,2024-01-21,4904,2024-01-26
953,424,2024-02-18,2640,2024-02-18
954,457,2024-01-28,574,2024-01-29
955,225,2024-01-06,1050,2024-01-11
956,332,2024-02-09,550,2024-02-24
957,258,2024-02-12,1078,2024-02-12
958,106,2024-02-15,192,2024-02-15
959,183,2024-02-01,4384,2024-02-04
960,364,2024-02-20,1467,2024-02-22
961,290,2024-01-09,1067,2024-01-11
962,494,2024-02-27,2844,2024-02-27
963,319,2024-01-18,623,2024-01-28
964,234,2024-02-15,731,2024-03-01
965,354,2024-01-30,3050,2024-02-09
966,128,2024-02-01,1467,2024-02-16
967,288,2024-01-11,942,2024-01-13
968,393,2024-02-13,1971,2024-02-13
969,479,2024-02-02,460,2024-02-02
970,106,2024-01-16,3964,2024-01-16
971,286,2024-01-25,1566,2024-01-25
972,118,2024-02-05,1939,2024-02-10
973,264,2024-01-16,2720,2024-01-21
974,238,2024-02-22,4782,2024-02-22
975,290,2024-01-08,531,2024-01-18
976,191,2024-01-15,476,2024-01-25
977,305,2024-01-05,2412,2024-01-12
978,496,2024-02-24,2781,2024-02-26
979,144,2024-02-05,165,2024-02-12
980,288,2024-01-13,4718,2024-01-15
981,255,2024-02-17,2087,2024-03-03
982,337,2024-01-24,4141,2024-02-08
983,495,2024-02-19,4577,2024-02-20
984,489,2024-02-20,1333,2024-02-21
985,103,2024-02-29,295,2024-03-05
986,219,2024-02-04,178,2024-02-07
987,271,2024-01-01,2619,2024-01-06
988,153,2024-01-14,2051,2024-01-24
989,314,2024-02-01,1266,2024-02-01
990,464,2024-01-18,459,2024-01-18
991,218,2024-02-27,3483,2024-03-08
992,458,2024-02-27,3855,2024-03-01
993,482,2024-01-06,882,2024-01-21
994,358,2024-01-09,713,2024-01-14
995,403,2024-02-06,3663,2024-02-06
996,439,2024-01-09,2489,2024-01-10
997,233,2024-02-24,3319,2024-02-27
998,458,2024-02-23,2705,2024-02-26
999,331,2024-01-18,711,2024-01-19
1000,203,2024-01-09,992,2024-01-24
1001,179,2024-01-07,3782,2024-01-07
1002,338,2024-01-21,1089,2024-01-26
1003,374,2024-01-23,3802,2024-01-24
1004,257,2024-01-30,1082,2024-02-01
1005,146,2024-01-11,430,2024-01-13
1006,210,2024-02-23,1315,2024-02-26
1007,146,2024-02-15,3014,2024-02-16
1008,302,2024-02-02,2548,2024-02-02
1009,233,2024-02-22,354,2024-02-22
1010,307,2024-02-24,4654,2024-03-02
1011,483,2024-02-05,875,2024-02-06
1012,336,2024-01-07,1094,2024-01-07
1013,106,2024-01-04,1170,2024-01-05
1014,201,2024-02-22,3149,2024-02-27
1015,451,2024-02-10,4870,2024-02-10
1016,400,2024-01-17,278,2024-01-17
1017,133,2024-01-13,1155,2024-01-20
1018,147,2024-02-27,1103,2024-03-01
1019,121,2024-01-30,1476,2024-01-30
1020,393,2024-01-28,4164,2024-02-02
1021,115,2024-01-25,1515,2024-01-30
1022,281,2024-01-14,2352,2024-01-14
1023,243,2024-01-29,383,2024-01-29
1024,414,2024-02-09,2113,2024-02-24
1025,431,2024-01-19,3475,2024-01-26
1026,381,2024-01-31,818,2024-01-31
1027,243,2024-01-25,3534,2024-01-25
1028,202,2024-02-11,2141,2024-02-21
1029,422,2024-02-21,259,2024-03-02
1030,295,2024-02-20,4029,2024-02-23
1031,378,2024-02-20,2918,2024-02-27
1032,389,2024-02-02,3281,2024-02-05
1033,238,2024-01-12,2712,2024-01-12
1034,405,2024-01-15,2401,2024-01-15
1035,129,2024-02-21,4437,2024-02-28
1036,283,2024-02-19,2006,2024-03-05
1037,181,2024-01-07,2075,2024-01-08
1038,236,2024-02-04,1897,2024-02-04
1039,394,2024-02-24,3006,2024-02-29
1040,188,2024-01-12,4953,2024-01-13
1041,262,2024-02-21,4946,2024-02-24
1042,114,2024-02-15,4750,2024-02-18
1043,388,2024-01-10,1642,2024-01-25
1044,352,2024-02-04,1538,2024-02-06
1045,351,2024-01-03,560,2024-01-03
1046,219,2024-02-08,263,2024-02-09
1047,369,2024-01-31,2817,2024-01-31
1048,414,2024-01-13,2891,2024-01-13
1049,467,2024-01-12,587,2024-01-15
1050,111,2024-01-10,1260,2024-01-25
1051,496,2024-01-08,3089,2024-01-18
1052,137,2024-01-24,4900,2024-01-29
1053,151,2024-01-22,2742,2024-01-24
1054,169,2024-01-11,4091,2024-01-16
1055,432,2024-01-21,4703,2024-01-21
1056,455,2024-02-26,3023,2024-03-12
1057,214,2024-02-12,1536,2024-02-27
1058,293,2024-01-20,1143,2024-01-22
1059,190,2024-02-16,4792,2024-02-16
1060,300,2024-02-24,365,2024-03-10
1061,193,2024-02-08,1909,2024-02-11
1062,427,2024-02-06,4164,2024-02-06
1063,172,2024-01-22,2049,2024-01-22
1064,277,2024-01-21,826,2024-01-21
1065,462,2024-02-12,3758,2024-02-15
1066,105,2024-01-17,2144,2024-01-18
1067,454,2024-01-05,2202,2024-01-08
1068,155,2024-02-16,494,2024-02-16
1069,297,2024-01-29,1462,2024-02-03
1070,311,2024-02-01,2977,2024-02-06
1071,379,2024-01-25,4027,2024-01-25
1072,395,2024-02-11,1432,2024-02-12
1073,331,2024-01-05,2515,2024-01-05
1074,110,2024-01-21,957,2024-01-23
1075,137,2024-01-22,3175,2024-01-22
1076,182,2024-02-16,4581,2024-02-16
1077,147,2024-01-22,4054,2024-02-06
1078,460,2024-01-02,1451,2024-01-07
1079,410,2024-02-26,1386,2024-03-02
1080,127,2024-01-07,1783,2024-01-10
1081,197,2024-01-27,4524,2024-02-06
1082,235,2024-02-12,2536,2024-02-14
1083,221,2024-01-07,3318,2024-01-07
1084,392,2024-02-05,1358,2024-02-12
1085,127,2024-01-24,3602,2024-01-24
1086,144,2024-01-19,4034,2024-02-03
1087,202,2024-01-07,1795,2024-01-07
1088,187,2024-02-10,771,2024-02-12
1089,342,2024-02-24,2626,2024-02-24
1090,303,2024-01-31,2270,2024-02-07
1091,146,2024-02-11,3274,2024-02-21
1092,194,2024-01-24,3126,2024-01-29
1093,195,2024-01-29,2256,2024-01-29
1094,325,2024-01-30,1953,2024-02-01
1095,237,2024-02-06,1338,2024-02-06
1096,485,2024-02-14,802,2024-02-14
1097,442,2024-01-23,3491,2024-02-02
1098,487,2024-02-07,4635,2024-02-08
1099,131,2024-02-23,4380,2024-02-28
1100,314,2024-02-04,4791,2024-02-11
1101,220,2024-01-31,746,2024-02-02
1102,302,2024-02-27,4213,2024-02-27
1103,392,2024-02-27,4781,2024-03-08
1104,446,2024-02-09,1085,2024-02-09
1105,487,2024-01-29,1469,2024-01-29
1106,208,2024-02-21,1133,2024-02-22
1107,121,2024-01-28,3666,2024-01-28
1108,203,2024-02-22,4974,2024-02-22
1109,232,2024-01-21,812,2024-01-21
1110,298,2024-02-05,4622,2024-02-10
1111,266,2024-02-24,4357,2024-02-26
1112,334,2024-02-28,4913,2024-02-28
1113,367,2024-02-20,1021,2024-02-25
1114,312,2024-01-10,4741,2024-01-10
1115,401,2024-02-07,965,2024-02-07
1116,388,2024-02-19,2443,2024-02-19
1117,374,2024-02-26,3466,2024-02-29
1118,235,2024-01-25,4786,2024-02-01
1119,411,2024-01-31,1510,2024-01-31
1120,241,2024-01-26,3390,2024-01-26
1121,119,2024-01-26,2046,2024-01-29
1122,125,2024-02-17,2300,2024-02-24
1123,290,2024-01-02,2582,2024-01-05
1124,259,2024-01-18,904,2024-01-25
1125,216,2024-01-09,3729,2024-01-11
1126,496,2024-02-22,2307,2024-02-25
1127,473,2024-01-27,831,2024-02-11
1128,196,2024-01-29,3435,2024-01-30
1129,479,2024-02-01,3163,2024-02-11
1130,128,2024-02-02,637,2024-02-02
1131,259,2024-02-15,3404,2024-02-25
1132,169,2024-02-19,4758,2024-02-29
1133,114,2024-01-12,1744,2024-01-13
1134,129,2024-01-16,3839,2024-01-16
1135,125,2024-02-28,1731,2024-03-02
1136,240,2024-01-24,4237,2024-01-31
1137,303,2024-02-10,350,2024-02-10
1138,223,2024-01-24,4966,2024-01-31
1139,328,2024-01-12,4907,2024-01-19
1140,382,2024-01-23,1439,2024-01-26
1141,232,2024-02-17,2435,2024-02-17
1142,114,2024-01-25,1434,2024-01-25
1143,392,2024-02-19,1913,2024-02-20
1144,431,2024-01-15,2304,2024-01-16
1145,433,2024-01-27,264,2024-02-06
1146,499,2024-02-19,3983,2024-02-19
1147,167,2024-02-11,169,2024-02-11
1148,214,2024-01-17,2602,2024-02-01
1149,464,2024-02-15,3571,2024-02-17
1150,292,2024-02-24,3860,2024-02-27
1151,229,2024-01-14,2575,2024-01-21
1152,446,2024-02-03,3353,2024-02-18
1153,399,2024-01-07,4290,2024-01-07
1154,439,2024-02-23,4699,2024-02-26
1155,431,2024-02-08,2415,2024-02-23
1156,252,2024-02-13,4046,2024-02-13
1157,132,2024-01-22,2763,2024-01-24
1158,241,2024-01-17,1643,2024-01-19
1159,176,2024-02-03,565,2024-02-04
1160,407,2024-01-26,1246,2024-01-29
1161,469,2024-01-02,2521,2024-01-09
1162,232,2024-02-28,3414,2024-03-04
1163,298,2024-02-17,4876,2024-02-17
1164,462,2024-02-06,2911,2024-02-07
1165,471,2024-02-15,4479,2024-02-16
1166,426,2024-02-20,3036,2024-02-27
1167,359,2024-01-20,4673,2024-01-20
1168,192,2024-01-19,3956,2024-01-19
1169,165,2024-02-17,4679,2024-02-19
1170,490,2024-02-28,2849,2024-02-28
1171,435,2024-01-06,3010,2024-01-07
1172,214,2024-02-17,3544,2024-02-19
1173,269,2024-01-24,4896,2024-01-26
1174,250,2024-01-30,3954,2024-01-30
1175,127,2024-02-25,4853,2024-03-11
1176,417,2024-01-05,1693,2024-01-12
1177,356,2024-01-08,4440,2024-01-13
1178,252,2024-01-27,1335,2024-01-27
1179,170,2024-01-13,3452,2024-01-16
1180,391,2024-02-27,1273,2024-03-05
1181,261,2024-02-25,762,2024-02-25
1182,349,2024-01-22,2667,2024-01-22
1183,424,2024-01-04,3803,2024-01-04
1184,240,2024-01-14,4820,2024-01-14
1185,491,2024-01-11,821,2024-01-18
1186,166,2024-02-09,3617,2024-02-14
1187,306,2024-01-28,3240,2024-02-04
1188,102,2024-01-03,1733,2024-01-13
1189,474,2024-01-24,2739,2024-01-24
1190,487,2024-02-23,1661,2024-03-04
1191,109,2024-02-13,2138,2024-02-13
1192,215,2024-02-14,2656,2024-02-17
1193,166,2024-01-07,4223,2024-01-12
1194,401,2024-01-20,634,2024-01-20
1195,123,2024-01-20,3834,2024-01-22
1196,472,2024-02-03,4393,2024-02-18
1197,272,2024-01-28,2907,2024-01-28
1198,350,2024-01-23,1450,2024-01-24
1199,306,2024-01-02,1937,2024-01-03
1200,472,2024-01-09,279,2024-01-10
1201,401,2024-02-02,1108,2024-02-02
1202,287,2024-02-15,3173,2024-02-15
1203,427,2024-01-17,498,2024-01-27
1204,404,2024-01-04,261,2024-01-04
1205,124,2024-02-14,3514,2024-02-14
1206,327,2024-01-25,4583,2024-01-25
1207,229,2024-01-31,1783,2024-01-31
1208,455,2024-02-13,2566,2024-02-13
1209,315,2024-02-12,4362,2024-02-12
1210,238,2024-02-09,1223,2024-02-24
1211,314,2024-02-23,4290,2024-02-23
1212,468,2024-02-09,2415,2024-02-09
1213,158,2024-02-20,4177,2024-02-20
1214,201,2024-02-08,2254,2024-02-09
1215,367,2024-01-13,3456,2024-01-16
1216,251,2024-01-11,4590,2024-01-11
1217,354,2024-02-28,4037,2024-02-29
1218,269,2024-01-16,204,2024-01-16
1219,443,2024-01-06,4803,2024-01-06
1220,442,2024-02-01,837,2024-02-01
1221,499,2024-02-02,929,2024-02-02
1222,231,2024-02-11,3841,2024-02-12
1223,251,2024-01-17,510,2024-01-24
1224,151,2024-02-22,423,2024-02-22
1225,248,2024-01-24,3589,2024-01-27
1226,478,2024-01-08,475,2024-01-08
1227,104,2024-02-24,1496,2024-02-24
1228,268,2024-01-23,2297,2024-01-30
1229,475,2024-01-06,2907,2024-01-09
1230,193,2024-01-08,3378,2024-01-13
1231,333,2024-01-18,4017,2024-01-23
1232,315,2024-02-11,1026,2024-02-11
1233,167,2024-02-14,1405,2024-02-14
1234,153,2024-01-27,4054,2024-02-11
1235,391,2024-02-13,1584,2024-02-20
1236,412,2024-01-25,336,2024-01-28
1237,450,2024-02-26,4057,2024-02-26
1238,349,2024-01-08,3710,2024-01-13
1239,123,2024-01-05,2674,2024-01-07
1240,106,2024-02-15,4823,2024-02-25
1241,470,2024-02-06,2871,2024-02-07
1242,365,2024-02-03,880,2024-02-18
1243,321,2024-02-12,4047,2024-02-13
1244,277,2024-02-12,1317,2024-02-17
1245,385,2024-02-27,547,2024-03-13
1246,105,2024-02-11,4241,2024-02-11
1247,340,2024-02-24,1454,2024-03-02
1248,138,2024-02-18,2726,2024-02-25
1249,223,2024-01-22,512,2024-01-24
1250,359,2024-01-15,3201,2024-01-25
1251,306,2024-02-22,745,2024-02-23
1252,335,2024-01-29,3770,2024-02-13
1253,145,2024-02-24,3762,2024-03-02
1254,261,2024-01-08,245,2024-01-15
1255,152,2024-01-26,393,2024-01-31
1256,385,2024-02-05,844,2024-02-05
1257,409,2024-02-09,4264,2024-02-11
1258,387,2024-01-14,2892,2024-01-21
1259,286,2024-02-22,1926,2024-02-22
1260,332,2024-01-22,3975,2024-02-01
1261,466,2024-02-12,3807,2024-02-15
1262,158,2024-01-07,117,2024-01-08
1263,274,2024-01-23,4586,2024-01-25
1264,367,2024-01-24,475,2024-01-24
1265,184,2024-02-01,3452,2024-02-01
1266,154,2024-01-17,1704,2024-02-01
1267,196,2024-01-08,1866,2024-01-13
1268,334,2024-02-22,2868,2024-02-23
1269,155,2024-02-18,480,2024-02-23
1270,424,2024-02-23,1109,2024-03-09
1271,495,2024-02-27,3846,2024-03-05
1272,437,2024-02-07,1202,2024-02-17
1273,355,2024-01-01,497,2024-01-11
1274,383,2024-02-29,4893,2024-03-05
1275,347,2024-02-29,1551,2024-03-10
1276,454,2024-02-07,1151,2024-02-07
1277,153,2024-01-25,2736,2024-02-09
1278,358,2024-02-26,3529,2024-03-02
1279,411,2024-02-28,2341,2024-02-29
1280,303,2024-01-22,3809,2024-01-24
1281,168,2024-01-09,4296,2024-01-14
1282,253,2024-02-23,2671,2024-03-04
1283,464,2024-02-17,1880,2024-02-27
1284,202,2024-01-14,2480,2024-01-29
1285,451,2024-01-23,1556,2024-01-23
1286,357,2024-02-04,1045,2024-02-07
1287,489,2024-01-23,4035,2024-02-02
1288,398,2024-02-06,4473,2024-02-11
1289,246,2024-02-26,204,2024-03-02
1290,367,2024-01-07,3220,2024-01-07
1291,174,2024-01-04,1737,2024-01-04
1292,236,2024-02-18,2447,2024-02-18
1293,449,2024-01-17,608,2024-01-17
1294,453,2024-02-20,1771,2024-02-22
1295,485,2024-02-04,3038,2024-02-04
1296,331,2024-01-07,4702,2024-01-22
1297,214,2024-02-17,3285,2024-02-27
1298,221,2024-02-02,484,2024-02-04
1299,295,2024-01-25,2661,2024-01-30
1300,382,2024-01-04,2158,2024-01-04
1301,203,2024-02-09,1947,2024-02-16
1302,424,2024-02-15,4920,2024-02-18
1303,379,2024-02-17,1709,2024-03-03
1304,497,2024-02-16,2509,2024-02-17
1305,329,2024-01-12,1631,2024-01-12
1306,188,2024-02-17,1077,2024-02-27
1307,293,2024-01-03,2386,2024-01-08
1308,384,2024-01-17,1418,2024-01-17
1309,399,2024-02-24,146,2024-02-26
1310,269,2024-01-30,427,2024-01-30
1311,178,2024-02-29,4989,2024-03-03
1312,126,2024-02-19,2567,2024-03-05
1313,351,2024-02-20,4606,2024-03-06
1314,283,2024-01-05,4404,2024-01-08
1315,212,2024-01-12,658,2024-01-22
1316,358,2024-01-11,4548,2024-01-16
1317,374,2024-01-26,2962,2024-01-26
1318,213,2024-02-26,2818,2024-02-27
1319,269,2024-01-24,1889,2024-01-26
1320,485,2024-02-09,3990,2024-02-19
1321,387,2024-02-22,1039,2024-02-22
1322,442,2024-01-23,2068,2024-01-30
1323,428,2024-02-09,2097,2024-02-24
1324,120,2024-02-13,3224,2024-02-16
1325,158,2024-01-25,4525,2024-01-27
